Kind,Name,AvgCyclomatic,SumCyclomatic,MaxEssential,MaxNesting
Public Method,"ufc.npi.prontuario.model.Atendimento.setData",,1,,0
Public Method,"ufc.npi.prontuario.model.Atendimento.setId",,1,,0
Public Method,"ufc.npi.prontuario.model.Atendimento.setPaciente",,1,,0
Public Method,"ufc.npi.prontuario.model.Atendimento.setPatologias",,1,,0
Public Method,"ufc.npi.prontuario.model.Atendimento.setProcedimentos",,1,,0
Public Method,"ufc.npi.prontuario.model.Atendimento.setProfessor",,1,,0
Public Method,"ufc.npi.prontuario.model.Atendimento.setResponsavel",,1,,0
Public Method,"ufc.npi.prontuario.model.Atendimento.setStatus",,1,,0
Public Method,"ufc.npi.prontuario.model.Atendimento.setTurma",,1,,0
Public Class,"ufc.npi.prontuario.model.Avaliacao",1,28,7,2
Public Constructor,"ufc.npi.prontuario.model.Avaliacao.Avaliacao",,1,,0
Public Enum Type,"ufc.npi.prontuario.model.Avaliacao.Status",1,4,1,0
Private Constructor,"ufc.npi.prontuario.model.Avaliacao.Status.Status",,1,,0
Public Method,"ufc.npi.prontuario.model.Avaliacao.Status.getDescricao",,1,,0
Public Method,"ufc.npi.prontuario.model.Avaliacao.Status.valueOf",,1,,0
Public Method,"ufc.npi.prontuario.model.Avaliacao.Status.values",,1,,0
Public Method,"ufc.npi.prontuario.model.Avaliacao.addItem",,3,,1
Public Method,"ufc.npi.prontuario.model.Avaliacao.equals",,7,,2
Public Method,"ufc.npi.prontuario.model.Avaliacao.getId",,1,,0
Public Method,"ufc.npi.prontuario.model.Avaliacao.getItens",,1,,0
Public Method,"ufc.npi.prontuario.model.Avaliacao.getNome",,1,,0
Public Method,"ufc.npi.prontuario.model.Avaliacao.getStatus",,1,,0
Public Method,"ufc.npi.prontuario.model.Avaliacao.hashCode",,2,,0
Public Method,"ufc.npi.prontuario.model.Avaliacao.isAtiva",,1,,0
Public Method,"ufc.npi.prontuario.model.Avaliacao.itensNaoAvaliados",,3,,2
Public Method,"ufc.npi.prontuario.model.Avaliacao.removeItem",,2,,1
Public Method,"ufc.npi.prontuario.model.Avaliacao.setAtiva",,1,,0
Public Method,"ufc.npi.prontuario.model.Avaliacao.setId",,1,,0
Public Method,"ufc.npi.prontuario.model.Avaliacao.setItens",,1,,0
Public Method,"ufc.npi.prontuario.model.Avaliacao.setNome",,1,,0
Public Method,"ufc.npi.prontuario.model.Avaliacao.setStatus",,1,,0
Public Class,"ufc.npi.prontuario.model.AvaliacaoAtendimento",1,32,7,2
Public Constructor,"ufc.npi.prontuario.model.AvaliacaoAtendimento.AvaliacaoAtendimento",,1,,0
Public Constructor,"ufc.npi.prontuario.model.AvaliacaoAtendimento.AvaliacaoAtendimento",,1,,0
Public Method,"ufc.npi.prontuario.model.AvaliacaoAtendimento.addItem",,3,,1
Public Method,"ufc.npi.prontuario.model.AvaliacaoAtendimento.avaliacaoPesoItem",,1,,0
Public Method,"ufc.npi.prontuario.model.AvaliacaoAtendimento.calculoNotaPesoItem",,1,,0
Public Method,"ufc.npi.prontuario.model.AvaliacaoAtendimento.equals",,7,,2
Public Method,"ufc.npi.prontuario.model.AvaliacaoAtendimento.getAvaliacao",,1,,0
Public Method,"ufc.npi.prontuario.model.AvaliacaoAtendimento.getData",,1,,0
Public Method,"ufc.npi.prontuario.model.AvaliacaoAtendimento.getId",,1,,0
Public Method,"ufc.npi.prontuario.model.AvaliacaoAtendimento.getItens",,2,,1
Public Method,"ufc.npi.prontuario.model.AvaliacaoAtendimento.getMedia",,3,,2
Public Method,"ufc.npi.prontuario.model.AvaliacaoAtendimento.getObservacao",,1,,0
Public Method,"ufc.npi.prontuario.model.AvaliacaoAtendimento.hashCode",,2,,0
Public Method,"ufc.npi.prontuario.model.AvaliacaoAtendimento.removeItem",,2,,1
Public Method,"ufc.npi.prontuario.model.AvaliacaoAtendimento.setAvaliacao",,1,,0
Public Method,"ufc.npi.prontuario.model.AvaliacaoAtendimento.setData",,1,,0
Public Method,"ufc.npi.prontuario.model.AvaliacaoAtendimento.setId",,1,,0
Public Method,"ufc.npi.prontuario.model.AvaliacaoAtendimento.setItens",,1,,0
Public Method,"ufc.npi.prontuario.model.AvaliacaoAtendimento.setObservacao",,1,,0
Public Enum Type,"ufc.npi.prontuario.model.Dente",1,4,1,0
Private Constructor,"ufc.npi.prontuario.model.Dente.Dente",,1,,0
Public Method,"ufc.npi.prontuario.model.Dente.getNumero",,1,,0
Public Method,"ufc.npi.prontuario.model.Dente.valueOf",,1,,0
Public Method,"ufc.npi.prontuario.model.Dente.values",,1,,0
Public Class,"ufc.npi.prontuario.model.Disciplina",1,18,7,2
Public Method,"ufc.npi.prontuario.model.Disciplina.equals",,7,,2
Public Method,"ufc.npi.prontuario.model.Disciplina.getCodigo",,1,,0
Public Method,"ufc.npi.prontuario.model.Disciplina.getId",,1,,0
Public Method,"ufc.npi.prontuario.model.Disciplina.getNome",,1,,0
Public Method,"ufc.npi.prontuario.model.Disciplina.getTurmas",,1,,0
Public Method,"ufc.npi.prontuario.model.Disciplina.hashCode",,2,,0
Public Method,"ufc.npi.prontuario.model.Disciplina.setCodigo",,1,,0
Public Method,"ufc.npi.prontuario.model.Disciplina.setId",,1,,0
Public Method,"ufc.npi.prontuario.model.Disciplina.setNome",,1,,0
Public Method,"ufc.npi.prontuario.model.Disciplina.setTurmas",,1,,0
Public Method,"ufc.npi.prontuario.model.Disciplina.verificarCamposObrigatorios",,1,,0
Public Class,"ufc.npi.prontuario.model.Documento",1,12,1,0
Public Constructor,"ufc.npi.prontuario.model.Documento.Documento",,1,,0
Public Constructor,"ufc.npi.prontuario.model.Documento.Documento",,1,,0
Public Enum Type,"ufc.npi.prontuario.model.Documento.TipoDocumento",1,4,1,0
Private Constructor,"ufc.npi.prontuario.model.Documento.TipoDocumento.TipoDocumento",,1,,0
Public Method,"ufc.npi.prontuario.model.Documento.TipoDocumento.getDescricao",,1,,0
Public Method,"ufc.npi.prontuario.model.Documento.TipoDocumento.valueOf",,1,,0
Public Method,"ufc.npi.prontuario.model.Documento.TipoDocumento.values",,1,,0
Public Method,"ufc.npi.prontuario.model.Documento.getArquivo",,1,,0
Public Method,"ufc.npi.prontuario.model.Documento.getCaminho",,1,,0
Public Method,"ufc.npi.prontuario.model.Documento.getId",,1,,0
Public Method,"ufc.npi.prontuario.model.Documento.getNome",,1,,0
Public Method,"ufc.npi.prontuario.model.Documento.getTipo",,1,,0
Public Method,"ufc.npi.prontuario.model.Documento.setArquivo",,1,,0
Public Method,"ufc.npi.prontuario.model.Documento.setCaminho",,1,,0
Public Method,"ufc.npi.prontuario.model.Documento.setId",,1,,0
Public Method,"ufc.npi.prontuario.model.Documento.setNome",,1,,0
Public Method,"ufc.npi.prontuario.model.Documento.setTipo",,1,,0
Public Class,"ufc.npi.prontuario.model.DocumentoDownload",1,7,1,0
Public Constructor,"ufc.npi.prontuario.model.DocumentoDownload.DocumentoDownload",,1,,0
Public Method,"ufc.npi.prontuario.model.DocumentoDownload.equals",,1,,0
Public Method,"ufc.npi.prontuario.model.DocumentoDownload.getBody",,1,,0
Public Method,"ufc.npi.prontuario.model.DocumentoDownload.getHeaders",,1,,0
Public Method,"ufc.npi.prontuario.model.DocumentoDownload.hasBody",,1,,0
Public Method,"ufc.npi.prontuario.model.DocumentoDownload.hashCode",,1,,0
Public Method,"ufc.npi.prontuario.model.DocumentoDownload.toString",,1,,0
Public Enum Type,"ufc.npi.prontuario.model.Estado",1,4,1,0
Private Constructor,"ufc.npi.prontuario.model.Estado.Estado",,1,,0
Public Method,"ufc.npi.prontuario.model.Estado.getDescricao",,1,,0
Public Method,"ufc.npi.prontuario.model.Estado.valueOf",,1,,0
Public Method,"ufc.npi.prontuario.model.Estado.values",,1,,0
Public Enum Type,"ufc.npi.prontuario.model.EstadoCivil",1,4,1,0
Private Constructor,"ufc.npi.prontuario.model.EstadoCivil.EstadoCivil",,1,,0
Public Method,"ufc.npi.prontuario.model.EstadoCivil.getDescricao",,1,,0
Public Method,"ufc.npi.prontuario.model.EstadoCivil.valueOf",,1,,0
Public Method,"ufc.npi.prontuario.model.EstadoCivil.values",,1,,0
Public Enum Type,"ufc.npi.prontuario.model.FaceDente",1,4,1,0
Private Constructor,"ufc.npi.prontuario.model.FaceDente.FaceDente",,1,,0
Public Method,"ufc.npi.prontuario.model.FaceDente.getDescricao",,1,,0
Public Method,"ufc.npi.prontuario.model.FaceDente.valueOf",,1,,0
Public Method,"ufc.npi.prontuario.model.FaceDente.values",,1,,0
Public Class,"ufc.npi.prontuario.model.ItemAvaliacao",2,21,10,2
Public Method,"ufc.npi.prontuario.model.ItemAvaliacao.equals",,10,,2
Public Method,"ufc.npi.prontuario.model.ItemAvaliacao.getAvaliacao",,1,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacao.getId",,1,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacao.getNome",,1,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacao.getPeso",,1,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacao.hashCode",,3,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacao.setAvaliacao",,1,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacao.setId",,1,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacao.setNome",,1,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacao.setPeso",,1,,0
Public Class,"ufc.npi.prontuario.model.ItemAvaliacaoAtendimento",1,24,10,2
Public Constructor,"ufc.npi.prontuario.model.ItemAvaliacaoAtendimento.ItemAvaliacaoAtendimento",,1,,0
Public Constructor,"ufc.npi.prontuario.model.ItemAvaliacaoAtendimento.ItemAvaliacaoAtendimento",,1,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacaoAtendimento.equals",,10,,2
Public Method,"ufc.npi.prontuario.model.ItemAvaliacaoAtendimento.getAvaliacaoAtendimento",,1,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacaoAtendimento.getId",,1,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacaoAtendimento.getItemAvaliacao",,1,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacaoAtendimento.getNota",,1,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacaoAtendimento.getPesoItemAvaliacao",,1,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacaoAtendimento.hashCode",,3,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacaoAtendimento.setAvaliacaoAtendimento",,1,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacaoAtendimento.setId",,1,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacaoAtendimento.setItemAvaliacao",,1,,0
Public Method,"ufc.npi.prontuario.model.ItemAvaliacaoAtendimento.setNota",,1,,0
Public Enum Type,"ufc.npi.prontuario.model.Local",1,2,1,0
Public Method,"ufc.npi.prontuario.model.Local.valueOf",,1,,0
Public Method,"ufc.npi.prontuario.model.Local.values",,1,,0
Public Class,"ufc.npi.prontuario.model.Odontograma",1,17,7,2
Public Method,"ufc.npi.prontuario.model.Odontograma.equals",,7,,2
Public Method,"ufc.npi.prontuario.model.Odontograma.getId",,1,,0
Public Method,"ufc.npi.prontuario.model.Odontograma.getPaciente",,1,,0
Public Method,"ufc.npi.prontuario.model.Odontograma.getPatologias",,1,,0
Public Method,"ufc.npi.prontuario.model.Odontograma.getProcedimentos",,1,,0
Public Method,"ufc.npi.prontuario.model.Odontograma.hashCode",,2,,0
Public Method,"ufc.npi.prontuario.model.Odontograma.setId",,1,,0
Public Method,"ufc.npi.prontuario.model.Odontograma.setPaciente",,1,,0
Public Method,"ufc.npi.prontuario.model.Odontograma.setPatologias",,1,,0
Public Method,"ufc.npi.prontuario.model.Odontograma.setProcedimentos",,1,,0
Public Class,"ufc.npi.prontuario.model.Paciente",1,62,5,1
Public Method,"ufc.npi.prontuario.model.Paciente.addPacienteAnamnese",,2,,1
Public Method,"ufc.npi.prontuario.model.Paciente.equals",,5,,1
Public Method,"ufc.npi.prontuario.model.Paciente.getAtendimentos",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getBairro",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getCep",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getCidade",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getCns",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getCpf",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getEndereco",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getEstado",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getEstadoCivil",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getId",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getNacionalidade",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getNascimento",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getNaturalidade",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getNome",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getNomeDaMae",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getOdontograma",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getPacienteAnamneses",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getPais",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getProfissao",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getRaca",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getResponsavel",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getSegundoTelefone",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getSexo",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getTelefone",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.getTratamentos",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.hashCode",,2,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setAtendimentos",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setBairro",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setCep",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setCidade",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setCns",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setCpf",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setEndereco",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setEstado",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setEstadoCivil",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setId",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setNacionalidade",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setNascimento",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setNaturalidade",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setNome",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setNomeDaMae",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setOdontograma",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setPacienteAnamneses",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setPais",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setProfissao",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setRaca",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setResponsavel",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setSegundoTelefone",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setSexo",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setTelefone",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.setTratamentos",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.temEstado",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.temEstadoCivil",,1,,0
Public Method,"ufc.npi.prontuario.model.Paciente.temSexo",,1,,0
Public Class,"ufc.npi.prontuario.model.PacienteAnamnese",1,23,7,2
Public Method,"ufc.npi.prontuario.model.PacienteAnamnese.equals",,7,,2
Public Method,"ufc.npi.prontuario.model.PacienteAnamnese.getAnamnese",,1,,0
Public Method,"ufc.npi.prontuario.model.PacienteAnamnese.getData",,1,,0
Public Method,"ufc.npi.prontuario.model.PacienteAnamnese.getDescricao",,1,,0
Public Method,"ufc.npi.prontuario.model.PacienteAnamnese.getId",,1,,0
Public Method,"ufc.npi.prontuario.model.PacienteAnamnese.getPaciente",,1,,0
Public Method,"ufc.npi.prontuario.model.PacienteAnamnese.getResponsavel",,1,,0
Public Method,"ufc.npi.prontuario.model.PacienteAnamnese.getRespostas",,1,,0
Public Method,"ufc.npi.prontuario.model.PacienteAnamnese.hashCode",,2,,0
Public Method,"ufc.npi.prontuario.model.PacienteAnamnese.setAnamnese",,1,,0
Public Method,"ufc.npi.prontuario.model.PacienteAnamnese.setData",,1,,0
Public Method,"ufc.npi.prontuario.model.PacienteAnamnese.setDescricao",,1,,0
Public Method,"ufc.npi.prontuario.model.PacienteAnamnese.setId",,1,,0
Public Method,"ufc.npi.prontuario.model.PacienteAnamnese.setPaciente",,1,,0
Public Method,"ufc.npi.prontuario.model.PacienteAnamnese.setResponsavel",,1,,0
Public Method,"ufc.npi.prontuario.model.PacienteAnamnese.setRespostas",,1,,0
Public Abstract Class,"ufc.npi.prontuario.model.PacienteDocumento",1,4,1,1
Public Method,"ufc.npi.prontuario.model.PacienteDocumento.addDocumento",,2,,1
Public Method,"ufc.npi.prontuario.model.PacienteDocumento.getDocumentos",,1,,0
Public Method,"ufc.npi.prontuario.model.PacienteDocumento.removerDocumento",,1,,0
Public Enum Type,"ufc.npi.prontuario.model.Papel",1,5,1,0
Private Constructor,"ufc.npi.prontuario.model.Papel.Papel",,1,,0
Public Method,"ufc.npi.prontuario.model.Papel.getAuthority",,1,,0
Public Method,"ufc.npi.prontuario.model.Papel.getDescricao",,1,,0
Public Method,"ufc.npi.prontuario.model.Papel.valueOf",,1,,0
Public Method,"ufc.npi.prontuario.model.Papel.values",,1,,0
Public Class,"ufc.npi.prontuario.model.Patologia",1,32,7,2
Public Constructor,"ufc.npi.prontuario.model.Patologia.Patologia",,1,,0
Public Constructor,"ufc.npi.prontuario.model.Patologia.Patologia",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.compareTo",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.equals",,7,,2
Public Method,"ufc.npi.prontuario.model.Patologia.getAtendimento",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.getData",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.getDente",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.getDescricao",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.getFace",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.getId",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.getLocal",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.getOdontograma",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.getTipo",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.getTratamento",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.hashCode",,2,,0
Public Method,"ufc.npi.prontuario.model.Patologia.setAtendimento",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.setData",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.setDente",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.setDescricao",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.setFace",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.setId",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.setLocal",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.setOdontograma",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.setTipo",,1,,0
Public Method,"ufc.npi.prontuario.model.Patologia.setTratamento",,1,,0
Public Class,"ufc.npi.prontuario.model.Pergunta",1,22,7,2
Public Enum Type,"ufc.npi.prontuario.model.Pergunta.TiposPerguntas",1,4,1,0
Constructor,"ufc.npi.prontuario.model.Pergunta.TiposPerguntas.TiposPerguntas",,1,,0
Public Method,"ufc.npi.prontuario.model.Pergunta.TiposPerguntas.getDescricao",,1,,0
Public Method,"ufc.npi.prontuario.model.Pergunta.TiposPerguntas.valueOf",,1,,0
Public Method,"ufc.npi.prontuario.model.Pergunta.TiposPerguntas.values",,1,,0
Public Method,"ufc.npi.prontuario.model.Pergunta.compareTo",,3,,1
Public Method,"ufc.npi.prontuario.model.Pergunta.equals",,7,,2
Public Method,"ufc.npi.prontuario.model.Pergunta.getAnamnese",,1,,0
Public Method,"ufc.npi.prontuario.model.Pergunta.getId",,1,,0
Public Method,"ufc.npi.prontuario.model.Pergunta.getOrdem",,1,,0
Public Method,"ufc.npi.prontuario.model.Pergunta.getTexto",,1,,0
Public Method,"ufc.npi.prontuario.model.Pergunta.getTipo",,1,,0
Public Method,"ufc.npi.prontuario.model.Pergunta.hashCode",,2,,0
Public Method,"ufc.npi.prontuario.model.Pergunta.setAnamnese",,1,,0
Public Method,"ufc.npi.prontuario.model.Pergunta.setId",,1,,0
Public Method,"ufc.npi.prontuario.model.Pergunta.setOrdem",,1,,0
Public Method,"ufc.npi.prontuario.model.Pergunta.setTexto",,1,,0
Public Method,"ufc.npi.prontuario.model.Pergunta.setTipo",,1,,0
Public Class,"ufc.npi.prontuario.model.PlanoTratamento",1,25,7,2
Public Constructor,"ufc.npi.prontuario.model.PlanoTratamento.PlanoTratamento",,1,,0
Public Enum Type,"ufc.npi.prontuario.model.PlanoTratamento.Status",1,5,1,0
Private Constructor,"ufc.npi.prontuario.model.PlanoTratamento.Status.Status",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.Status.getDescricao",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.Status.isAtivo",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.Status.valueOf",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.Status.values",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.equals",,7,,2
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.getClinica",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.getData",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.getId",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.getPaciente",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.getPrioridade",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.getResponsavel",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.getStatus",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.hashCode",,2,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.parseData",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.setClinica",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.setData",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.setId",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.setPaciente",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.setPrioridade",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.setResponsavel",,1,,0
Public Method,"ufc.npi.prontuario.model.PlanoTratamento.setStatus",,1,,0
Public Class,"ufc.npi.prontuario.model.Procedimento",1,30,7,2
Public Constructor,"ufc.npi.prontuario.model.Procedimento.Procedimento",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.compareTo",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.equals",,7,,2
Public Method,"ufc.npi.prontuario.model.Procedimento.getAtendimento",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.getDataAtendimento",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.getDente",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.getDescricao",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.getFace",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.getId",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.getLocal",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.getOdontograma",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.getPreExistente",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.getTipoProcedimento",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.hashCode",,2,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.setAtendimento",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.setDente",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.setDescricao",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.setFace",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.setId",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.setLocal",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.setOdontograma",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.setPreExistente",,1,,0
Public Method,"ufc.npi.prontuario.model.Procedimento.setTipoProcedimento",,1,,0
Public Enum Type,"ufc.npi.prontuario.model.Raca",1,4,1,0
Private Constructor,"ufc.npi.prontuario.model.Raca.Raca",,1,,0
Public Method,"ufc.npi.prontuario.model.Raca.getDescricao",,1,,0
Public Method,"ufc.npi.prontuario.model.Raca.valueOf",,1,,0
Public Method,"ufc.npi.prontuario.model.Raca.values",,1,,0
Public Class,"ufc.npi.prontuario.model.Resposta",1,19,7,2
Public Method,"ufc.npi.prontuario.model.Resposta.equals",,7,,2
Public Method,"ufc.npi.prontuario.model.Resposta.getId",,1,,0
Public Method,"ufc.npi.prontuario.model.Resposta.getOpcao",,1,,0
Public Method,"ufc.npi.prontuario.model.Resposta.getPacienteAnamnese",,1,,0
Public Method,"ufc.npi.prontuario.model.Resposta.getPergunta",,1,,0
Public Method,"ufc.npi.prontuario.model.Resposta.getTexto",,1,,0
Public Method,"ufc.npi.prontuario.model.Resposta.hashCode",,2,,0
Public Method,"ufc.npi.prontuario.model.Resposta.setId",,1,,0
Public Method,"ufc.npi.prontuario.model.Resposta.setOpcao",,1,,0
Public Method,"ufc.npi.prontuario.model.Resposta.setPacienteAnamnese",,1,,0
Public Method,"ufc.npi.prontuario.model.Resposta.setPergunta",,1,,0
Public Method,"ufc.npi.prontuario.model.Resposta.setTexto",,1,,0
Public Class,"ufc.npi.prontuario.model.Servidor",0,0,0,0
Public Enum Type,"ufc.npi.prontuario.model.Sexo",1,4,1,0
Private Constructor,"ufc.npi.prontuario.model.Sexo.Sexo",,1,,0
Public Method,"ufc.npi.prontuario.model.Sexo.getDescricao",,1,,0
Public Method,"ufc.npi.prontuario.model.Sexo.valueOf",,1,,0
Public Method,"ufc.npi.prontuario.model.Sexo.values",,1,,0
Public Class,"ufc.npi.prontuario.model.TipoPatologia",1,17,7,2
Public Method,"ufc.npi.prontuario.model.TipoPatologia.equals",,7,,2
Public Method,"ufc.npi.prontuario.model.TipoPatologia.getCodigo",,1,,0
Public Method,"ufc.npi.prontuario.model.TipoPatologia.getDescricao",,1,,0
Public Method,"ufc.npi.prontuario.model.TipoPatologia.getId",,1,,0
Public Method,"ufc.npi.prontuario.model.TipoPatologia.getNome",,1,,0
Public Method,"ufc.npi.prontuario.model.TipoPatologia.hashCode",,2,,0
Public Method,"ufc.npi.prontuario.model.TipoPatologia.setCodigo",,1,,0
Public Method,"ufc.npi.prontuario.model.TipoPatologia.setDescricao",,1,,0
